url,category,name,description,iconsURL,images,downloads,models
https://pando.es/en/pht-941-multifunction-oven-45-excellence-tft-44-l/,ovens,PHT-941 Multifunction Oven 45cm 44L TFT Pando Chef,,https://pando.es/wp-content/uploads/GAMA-PREMIUM.jpg,"[""https://pando.es/wp-content/uploads/Pando-Horno-PHT-941-1-495x400.jpg 495w"",""https://pando.es/wp-content/uploads/Pando-Horno-PHT-941-1.jpg 950w"",""https://pando.es/wp-content/uploads/Pando-Horno-PHT-941-2-495x400.jpg 495w"",""https://pando.es/wp-content/uploads/Pando-Horno-PHT-941-2.jpg 950w"",""https://pando.es/wp-content/uploads/Pando-Horno-PHT-941-3-495x400.jpg 495w"",""https://pando.es/wp-content/uploads/Pando-Horno-PHT-941-3.jpg 950w"",""https://pando.es/wp-content/uploads/Pando-Horno-PHT-941-4-495x400.jpg 495w"",""https://pando.es/wp-content/uploads/Pando-Horno-PHT-941-4.jpg 950w"",""https://pando.es/wp-content/uploads/Pando-Horno-PHT-941-5-495x400.jpg 495w"",""https://pando.es/wp-content/uploads/Pando-Horno-PHT-941-5.jpg 950w""]","[{""name"":""Catalog information"",""url"":""https://pando.es/PDFCAT/PHT-941-INT.pdf""},{""name"":""User and installation Manual Pando"",""url"":""https://pando.es/docs/PHT941.pdf""},{""name"":""Product Sheet"",""url"":""https://pando.es/docs/PHT941_FT.pdf""},{""name"":""Energy label"",""url"":""https://pando.es/docs/PHT941_EL.pdf""}]",[]
https://pando.es/en/induction-hob-60-ref-pi3200/,induction-hobs,Induction hob 60. Ref. PI3200,,https://pando.es/wp-content/uploads/GAMA-PREMIUM.jpg,"[""https://pando.es/wp-content/uploads/Pando-PLACA-PI-3200-495x400.jpg 495w"",""https://pando.es/wp-content/uploads/Pando-PLACA-PI-3200.jpg 950w"",""https://pando.es/wp-content/uploads/Pando-Placa-induccion-PI3200-2-495x400.jpg 495w"",""https://pando.es/wp-content/uploads/Pando-Placa-induccion-PI3200-2.jpg 950w"",""https://pando.es/wp-content/uploads/Pando-Placa-induccion-PI3200-3-495x400.jpg 495w"",""https://pando.es/wp-content/uploads/Pando-Placa-induccion-PI3200-3.jpg 950w""]","[{""name"":""Catalog information"",""url"":""https://pando.es/PDFCAT/PI3200-INT.pdf""},{""name"":""User and installation Manual Pando"",""url"":""https://pando.es/docs/PI3200.pdf""},{""name"":""Product Sheet"",""url"":""https://pando.es/docs/PI3200_FT.pdf""}]",[]
https://pando.es/en/php-962-multifunction-oven-pyrolysis-top-70-l/,ovens,PHP-962 Multifunction Oven Pyrolysis 60cm 70L,,https://pando.es/wp-content/uploads/GAMA-PREMIUM.jpg,"[""https://pando.es/wp-content/uploads/Pando-HORNO-PHP-962-MULTIFUNCION-PIROLITICO-495x400.jpg 495w"",""https://pando.es/wp-content/uploads/Pando-HORNO-PHP-962-MULTIFUNCION-PIROLITICO.jpg 950w"",""https://pando.es/wp-content/uploads/Pando-Horno-PHP-962-2-495x400.jpg 495w"",""https://pando.es/wp-content/uploads/Pando-Horno-PHP-962-2.jpg 950w"",""https://pando.es/wp-content/uploads/Pando-Horno-PHP-962-3-495x400.jpg 495w"",""https://pando.es/wp-content/uploads/Pando-Horno-PHP-962-3.jpg 950w"",""https://pando.es/wp-content/uploads/Pando-Horno-PHP-962-6-495x400.jpg 495w"",""https://pando.es/wp-content/uploads/Pando-Horno-PHP-962-6.jpg 950w"",""https://pando.es/wp-content/uploads/Pando-Horno-PHP-962-5-495x400.jpg 495w"",""https://pando.es/wp-content/uploads/Pando-Horno-PHP-962-5.jpg 950w""]","[{""name"":""Catalog information"",""url"":""https://pando.es/PDFCAT/PHP-962-INT.pdf""},{""name"":""User and installation Manual Pando"",""url"":""https://pando.es/docs/PHP962.pdf""},{""name"":""Product Sheet"",""url"":""https://pando.es/docs/PHP962_FT.pdf""},{""name"":""Energy label"",""url"":""https://pando.es/docs/PHP962_EL.pdf""}]",[]
https://pando.es/en/induction-hob-81-ref-pi3400/,induction-hobs,Induction hob 81. Ref. PI 3400,,https://pando.es/wp-content/uploads/GAMA-PREMIUM.jpg,"[""https://pando.es/wp-content/uploads/Pando-PLACA-PI-3400-495x400.jpg 495w"",""https://pando.es/wp-content/uploads/Pando-PLACA-PI-3400.jpg 950w"",""https://pando.es/wp-content/uploads/Pando-Placa-induccion-PI3400-2-495x400.jpg 495w"",""https://pando.es/wp-content/uploads/Pando-Placa-induccion-PI3400-2.jpg 950w"",""https://pando.es/wp-content/uploads/Pando-Placa-induccion-PI3400-3-495x400.jpg 495w"",""https://pando.es/wp-content/uploads/Pando-Placa-induccion-PI3400-3.jpg 950w""]","[{""name"":""Catalog information"",""url"":""https://pando.es/PDFCAT/PI3400-INT.pdf""},{""name"":""User and installation Manual Pando"",""url"":""https://pando.es/docs/PI3400.pdf""},{""name"":""Product Sheet"",""url"":""https://pando.es/docs/PI3400_FT.pdf""}]",[]
https://pando.es/en/phc-943-multifunction-oven-microwave-44-l/,ovens,PHC-943 Multifun. Oven+Microwave Oven 45 “COMBI” 44 L,,https://pando.es/wp-content/uploads/GAMA-PREMIUM.jpg,"[""https://pando.es/wp-content/uploads/Pando-Horno-PHC-943-1-495x400.jpg 495w"",""https://pando.es/wp-content/uploads/Pando-Horno-PHC-943-1.jpg 950w"",""https://pando.es/wp-content/uploads/Pando-Horno-PHC-943-2-495x400.jpg 495w"",""https://pando.es/wp-content/uploads/Pando-Horno-PHC-943-2.jpg 950w"",""https://pando.es/wp-content/uploads/Pando-Horno-PHC-943-3-495x400.jpg 495w"",""https://pando.es/wp-content/uploads/Pando-Horno-PHC-943-3.jpg 950w"",""https://pando.es/wp-content/uploads/Pando-Horno-PHC-943-4-495x400.jpg 495w"",""https://pando.es/wp-content/uploads/Pando-Horno-PHC-943-4.jpg 950w"",""https://pando.es/wp-content/uploads/Pando-Horno-PHC-943-5-495x400.jpg 495w"",""https://pando.es/wp-content/uploads/Pando-Horno-PHC-943-5.jpg 950w""]","[{""name"":""Catalog information"",""url"":""https://pando.es/PDFCAT/PHC-943-INT.pdf""},{""name"":""User and installation Manual Pando"",""url"":""https://pando.es/docs/PHC943.pdf""},{""name"":""Product Sheet"",""url"":""https://pando.es/docs/PHC943_FT.pdf""}]",[]
https://pando.es/en/induction-hob-60-ref-pi3150-beveled-glass/,induction-hobs,Induction hob 60. Ref. PI3150. Beveled Glass,,https://pando.es/wp-content/uploads/GAMA-TOP.jpg,"[""https://pando.es/wp-content/uploads/Pando-Placa-induccion-PI3150-23-495x400.jpg 495w"",""https://pando.es/wp-content/uploads/Pando-Placa-induccion-PI3150-23.jpg 950w"",""https://pando.es/wp-content/uploads/Pando-Placa-induccion-TOP2-esq-495x400.jpg 495w"",""https://pando.es/wp-content/uploads/Pando-Placa-induccion-TOP2-esq.jpg 950w""]","[{""name"":""Catalog information"",""url"":""https://pando.es/PDFCAT/PI3150-PI3151.pdf""},{""name"":""User and installation Manual Pando"",""url"":""https://pando.es/docs/PI3150.pdf""},{""name"":""Product Sheet"",""url"":""https://pando.es/docs/PI3150_FT.pdf""}]",[]
https://pando.es/en/wine-cooler-pvmav-60-23/,wine-coolers,Wine cooler  PVMAV 60-23,Wine coolers Built-in,https://pando.es/wp-content/uploads/F.jpg,"[""https://pando.es/wp-content/uploads/Vinoteca-PVMAV-60-23-Detalle-1-495x400.jpg 495w"",""https://pando.es/wp-content/uploads/Vinoteca-PVMAV-60-23-Detalle-1.jpg 950w"",""https://pando.es/wp-content/uploads/Vinoteca-PVMAV-60-23-Detalle-2-495x400.jpg 495w"",""https://pando.es/wp-content/uploads/Vinoteca-PVMAV-60-23-Detalle-2.jpg 950w"",""https://pando.es/wp-content/uploads/Vinoteca-PVMAV-60-23-Detalle-3-495x400.jpg 495w"",""https://pando.es/wp-content/uploads/Vinoteca-PVMAV-60-23-Detalle-3.jpg 950w""]","[{""name"":""Catalog information"",""url"":""https://pando.es/PDFCAT/PVMAV-60-23-INT.pdf""},{""name"":""User and installation Manual Pando"",""url"":""https://pando.es/docs/Pando_Vinotecas_V.pdf""},{""name"":""Product Sheet"",""url"":""https://pando.es/docs/Pando_Vinotecas_VFT.pdf""},{""name"":""Energy label"",""url"":""https://pando.es/docs/PVMAV 60-23_EL.pdf""},{""name"":""Archive 3Ds.(rar)"",""url"":""https://pando.es/3ds/PVMA%2060-23_3Ds.rar""}]",[]
https://pando.es/en/wine-cooler-pvmb-60-46/,wine-coolers,Wine cooler  PVMB 60-46,Under counter wine cooler,https://pando.es/wp-content/uploads/F.jpg,"[""https://pando.es/wp-content/uploads/Vinoteca-PVMB-60-46-dest.jpg 800w"",""https://pando.es/wp-content/uploads/Vinoteca-PVMB-60-46-d.jpg 800w"",""https://pando.es/wp-content/uploads/Vinoteca-PVMB-60-46-var.jpg 800w"",""https://pando.es/wp-content/uploads/Vinoteca-PVMB-60-46-e.jpg 800w"",""https://pando.es/wp-content/uploads/Vinoteca-PVMB-60-46-e2.jpg 800w""]",[],[]
https://pando.es/en/wine-cooler-pvmav-178-101/,wine-coolers,Wine cooler PVMAV 178-101,Wine coolers Built-in,https://pando.es/wp-content/uploads/clas-energetica-G-1.jpg,"[""https://pando.es/wp-content/uploads/Vinoteca-PVMAV-178-101-detalle-1-495x400.jpg 495w"",""https://pando.es/wp-content/uploads/Vinoteca-PVMAV-178-101-detalle-1.jpg 950w"",""https://pando.es/wp-content/uploads/Vinoteca-PVMAV-178-101-detalle-2-495x400.jpg 495w"",""https://pando.es/wp-content/uploads/Vinoteca-PVMAV-178-101-detalle-2.jpg 950w"",""https://pando.es/wp-content/uploads/Vinoteca-PVMAV-178-101-detalle-3-495x400.jpg 495w"",""https://pando.es/wp-content/uploads/Vinoteca-PVMAV-178-101-detalle-3.jpg 950w"",""https://pando.es/wp-content/uploads/Vinoteca-PVMAV-178-101-detalle-4-495x400.jpg 495w"",""https://pando.es/wp-content/uploads/Vinoteca-PVMAV-178-101-detalle-4.jpg 950w""]","[{""name"":""Catalog information"",""url"":""https://pando.es/PDFCAT/PVMAV 178-101-INT.pdf""},{""name"":""User and installation Manual Pando"",""url"":""https://pando.es/docs/Pando_Vinotecas_V.pdf""},{""name"":""Product Sheet"",""url"":""https://pando.es/docs/Pando_Vinotecas_VFT.pdf""},{""name"":""Energy label"",""url"":""https://pando.es/docs/PVMAV 178-114_EL.pdf""},{""name"":""Archive 3Ds.(rar)"",""url"":""https://pando.es/3ds/PVMAV%20178-101_3Ds.rar""}]",[]
https://pando.es/en/induction-hob-90-ref-pi-3500/,induction-hobs,Induction hob 90. Ref. PI 3500 Airlink,,https://pando.es/wp-content/uploads/GAMA-PREMIUM.jpg,"[""https://pando.es/wp-content/uploads/Pando-PLACA-PI-3500-495x400.jpg 495w"",""https://pando.es/wp-content/uploads/Pando-PLACA-PI-3500.jpg 950w"",""https://pando.es/wp-content/uploads/Pando-Placa-induccion-PI3500-2-495x400.jpg 495w"",""https://pando.es/wp-content/uploads/Pando-Placa-induccion-PI3500-2.jpg 950w"",""https://pando.es/wp-content/uploads/Pando-Placa-induccion-PI3500-3-495x400.jpg 495w"",""https://pando.es/wp-content/uploads/Pando-Placa-induccion-PI3500-3.jpg 950w""]","[{""name"":""Catalog information"",""url"":""https://pando.es/PDFCAT/PI3500-INT.pdf""},{""name"":""User and installation Manual Pando"",""url"":""https://pando.es/docs/PI3500.pdf""},{""name"":""Product Sheet"",""url"":""https://pando.es/docs/PI3500_FT.pdf""}]",[]
https://pando.es/en/hoods/e-265/,ceiling-hoods,E-265,Stainless Steel – White enamel and glass or Black glass,https://pando.es/wp-content/uploads/E265-iconos-24.jpg,"[""https://pando.es/wp-content/uploads/Pando-campana-extractora-detalles-E265-1-20.jpg 950w"",""https://pando.es/wp-content/uploads/Pando-campana-extractora-detalles-E265-1-20-495x400.jpg 495w"",""https://pando.es/wp-content/uploads/Pando-campana-extractora-detalles-E265-2-20.jpg 950w"",""https://pando.es/wp-content/uploads/Pando-campana-extractora-detalles-E265-2-20-495x400.jpg 495w"",""https://pando.es/wp-content/uploads/E265-esq-2.jpg 950w"",""https://pando.es/wp-content/uploads/E265-esq-2-495x400.jpg 495w"",""https://pando.es/wp-content/uploads/E265-esq-1.jpg 950w"",""https://pando.es/wp-content/uploads/E265-esq-1-495x400.jpg 495w""]","[{""name"":""Product Information "",""url"":""https://pando.es/PDFCAT/E265-Ficha.pdf""},{""name"":""Installation Manual "",""url"":""https://pando.es/docs/E265.pdf""},{""name"":""User and installation Manual Pando"",""url"":""https://pando.es/docs/Pando_Campanas_INT.pdf""},{""name"":""Duct-in-line Remote Motor – Installation Manual"",""url"":""https://pando.es/docs/Pando_Motor_EXT.pdf""},{""name"":""Roof Motor – Installation Manual"",""url"":""https://pando.es/docs/Pando_Motor_TEJ.pdf""},{""name"":""Technical study of projects"",""url"":""https://pando.es/docs/Pando-ESTUDIO-TECNICO-ES_FR_EN_PT.pdf""},{""name"":""Archive 3Ds.(rar)"",""url"":""https://pando.es/3ds/E-265_3Ds.rar""}]","[{""ref."":""9586"",""refUrl"":""https://pando.es/docs/9586.pdf"",""front. (cm)"":""130"",""motor"":""Interior/Intérieur V.1130 eco PLUS"",""ø tubo mm"":""150"",""wi-fi"":""""},{""ref."":""9587"",""refUrl"":""https://pando.es/docs/9587.pdf"",""front. (cm)"":""130"",""motor"":""Intermedio Exterior/Deporté/Duct-in-line remote V.1550 eco"",""ø tubo mm"":""150"",""wi-fi"":""""},{""ref."":""9589"",""refUrl"":""https://pando.es/docs/9589.pdf"",""front. (cm)"":""130"",""motor"":""Intermedio Exterior/Deporté/Duct-in-line remote V.2450 eco"",""ø tubo mm"":""200"",""wi-fi"":""""},{""ref."":""9593"",""refUrl"":""https://pando.es/docs/9593.pdf"",""front. (cm)"":""160"",""motor"":""Intermedio Exterior/Deporté/Duct-in-line remote V.2450 eco"",""ø tubo mm"":""200"",""wi-fi"":""""},{""ref."":""9597"",""refUrl"":""https://pando.es/docs/9597.pdf"",""front. (cm)"":""190"",""motor"":""Intermedio Exterior/Deporté/Duct-in-line remote V.2450 eco"",""ø tubo mm"":""200"",""wi-fi"":""""},{""ref."":""9590"",""refUrl"":""https://pando.es/docs/9590.pdf"",""front. (cm)"":""130"",""motor"":""Tejado/Toiture/Roof V.2350 eco"",""ø tubo mm"":""200"",""wi-fi"":""""},{""ref."":""9594"",""refUrl"":""https://pando.es/docs/9594.pdf"",""front. (cm)"":""160"",""motor"":""Tejado/Toiture/Roof V.2350 eco"",""ø tubo mm"":""200"",""wi-fi"":""""},{""ref."":""9598"",""refUrl"":""https://pando.es/docs/9598.pdf"",""front. (cm)"":""190"",""motor"":""Tejado/Toiture/Roof V.2350 eco"",""ø tubo mm"":""200"",""wi-fi"":""""},{""ref."":""Ref."",""refUrl"":""https://pando.esundefined"",""front. (cm)"":""Front. (cm)"",""motor"":""Motor"",""ø tubo mm"":""Ø tubo mm"",""wi-fi"":""Wi-Fi""},{""ref."":""10319"",""refUrl"":""https://pando.es/docs/10319.pdf"",""front. (cm)"":""130"",""motor"":""Interior/Intérieur V.1130 eco PLUS"",""ø tubo mm"":""150"",""wi-fi"":""""},{""ref."":""10320"",""refUrl"":""https://pando.es/docs/10320.pdf"",""front. (cm)"":""130"",""motor"":""Intermedio Exterior/Deporté/Duct-in-line remote V.1550 eco"",""ø tubo mm"":""150"",""wi-fi"":""""},{""ref."":""10321"",""refUrl"":""https://pando.es/docs/10321.pdf"",""front. (cm)"":""130"",""motor"":""Intermedio Exterior/Deporté/Duct-in-line remote V.2450 eco"",""ø tubo mm"":""200"",""wi-fi"":""""},{""ref."":""10323"",""refUrl"":""https://pando.es/docs/10323.pdf"",""front. (cm)"":""160"",""motor"":""Intermedio Exterior/Deporté/Duct-in-line remote V.2450 eco"",""ø tubo mm"":""200"",""wi-fi"":""""},{""ref."":""10325"",""refUrl"":""https://pando.es/docs/10325.pdf"",""front. (cm)"":""190"",""motor"":""Intermedio Exterior/Deporté/Duct-in-line remote V.2450 eco"",""ø tubo mm"":""200"",""wi-fi"":""""},{""ref."":""10322"",""refUrl"":""https://pando.es/docs/10322.pdf"",""front. (cm)"":""130"",""motor"":""Tejado/Toiture/Roof V.2350 eco"",""ø tubo mm"":""200"",""wi-fi"":""""},{""ref."":""10324"",""refUrl"":""https://pando.es/docs/10324.pdf"",""front. (cm)"":""160"",""motor"":""Tejado/Toiture/Roof V.2350 eco"",""ø tubo mm"":""200"",""wi-fi"":""""},{""ref."":""10326"",""refUrl"":""https://pando.es/docs/10326.pdf"",""front. (cm)"":""190"",""motor"":""Tejado/Toiture/Roof V.2350 eco"",""ø tubo mm"":""200"",""wi-fi"":""""}]"
https://pando.es/en/hoods/e-245/,ceiling-hoods,E-245,"White enamel and glass One Hood, Three Solutions",https://pando.es/wp-content/uploads/E245-iconos-23.jpg,"[""https://pando.es/wp-content/uploads/Pando-campana-extractora-detalles-E245-encastre.jpg 800w"",""https://pando.es/wp-content/uploads/Pando-campana-extractora-detalles-E245-semiencastre.jpg 800w"",""https://pando.es/wp-content/uploads/Pando-campana-extractora-detalles-E245-recirculacion-ok.jpg 800w"",""https://pando.es/wp-content/uploads/Pando-campana-extractora-detalles-E-245-detalle-0.jpg 800w"",""https://pando.es/wp-content/uploads/Pando-detalles-E245-ENCASTRADA.jpg 950w"",""https://pando.es/wp-content/uploads/Pando-detalles-E245-ENCASTRADA-495x400.jpg 495w"",""https://pando.es/wp-content/uploads/Pando-detalles-E245-SEMI-ENCASTRADA.jpg 950w"",""https://pando.es/wp-content/uploads/Pando-detalles-E245-SEMI-ENCASTRADA-495x400.jpg 495w"",""https://pando.es/wp-content/uploads/Pando-campana-extractora-detalles-E245-ESQ1-20.jpg 950w"",""https://pando.es/wp-content/uploads/Pando-campana-extractora-detalles-E245-ESQ1-20-495x400.jpg 495w"",""https://pando.es/wp-content/uploads/E245-esq-instalacion.jpg 950w"",""https://pando.es/wp-content/uploads/E245-esq-instalacion-495x400.jpg 495w""]","[{""name"":""Product Information "",""url"":""https://pando.es/PDFCAT/E245-Ficha.pdf""},{""name"":""Installation Manual "",""url"":""https://pando.es/docs/E245.pdf""},{""name"":""User and installation Manual Pando"",""url"":""https://pando.es/docs/Pando_Campanas_INT.pdf""},{""name"":""Technical study of projects"",""url"":""https://pando.es/docs/Pando-ESTUDIO-TECNICO-ES_FR_EN_PT.pdf""},{""name"":""Archive 3Ds.(rar)"",""url"":""https://pando.es/3ds/E-245_3Ds.rar""}]","[{""ref."":""10035"",""refUrl"":""https://pando.es/docs/10035.pdf"",""front. (cm)"":""100"",""color / couleur"":""Cristal blanco esmaltado\nÉmaillé et verre blanc\nWhite enamel and glass"",""motor"":""Interior/Intérieur V.1130 eco PLUS"",""ø tubo mm"":""150""}]"
